-0.12033573	-0.038452834	0.008501692	0.083917245	-0.004360327	0.04441034	-0.007393915	0.111372724	-0.08664286	-0.18813267	-0.029893404	-0.009416288	-0.06862887	-0.16755946	-0.0867982	-0.09809197
-0.098514125	-0.17434584	0.06782167	0.15247202	-0.11005826	0.090181895	0.018048393	0.06142144	-0.020557627	-0.084446765	-0.03459739	-0.030464396	-0.11210195	-0.06172585	-0.05341474	-0.06390964
0.10211088	-0.19135891	0.17404573	0.24148995	-0.2296575	0.21935159	-0.1711681	-0.16902125	0.13308652	0.13452603	0.186489	-0.1694717	0.18474904	0.11890765	0.11292349	0.16359147
-0.15296942	-0.124682985	0.024300804	0.17513354	-0.09451663	0.08905206	-0.002630706	0.054419357	-0.04425459	-0.08834428	0.04186866	-0.06443551	-0.062093984	-0.08467974	-0.03667055	-0.060768478
-0.06292409	-0.16876473	0.14908046	0.18502146	-0.11033858	0.14821436	-0.08488028	-0.1096271	0.013307079	-0.085859984	0.042723045	-0.1818896	0.06656977	-0.032858245	0.03153754	0.06646958
-0.21317059	-0.029449292	-0.1272011	0.01644599	0.10221819	-0.028779741	0.08254365	0.0784913	-0.107705794	-0.1353812	-0.12469456	0.12136163	-0.12190015	-0.18402463	-0.11492542	-0.1483479
0.037592176	-0.15277399	0.16301195	0.16798629	-0.13424395	0.1920875	-0.07706628	-0.10610163	0.033052843	-0.026121417	0.08317008	-0.11114015	0.01267127	0.006526788	0.066821866	0.05643463
0.044616167	-0.15617265	0.082202874	0.13551345	-0.17609318	0.11012163	-0.13334435	-0.06568478	0.08044983	-0.017714515	0.08372974	-0.12812303	0.08559056	0.027315112	0.0749174	0.086817555
0.023757769	-0.20189618	0.114084676	0.1862004	-0.14227962	0.19002388	-0.17634596	-0.1544711	0.10434487	0.06748272	0.16808935	-0.20922668	0.06328191	0.09873177	0.12875924	0.049977824
-0.04950043	-0.10846091	0.04797549	0.17879996	-0.104242615	0.17531247	-0.06762389	0.011284385	0.04319329	-0.045606267	0.03975324	-0.037656855	0.050497327	0.0201256	-0.037114434	-0.03369238
-0.16280921	0.057039022	-0.15553553	-0.02002818	0.16592136	-0.05336602	0.14580974	0.105145074	-0.10344061	-0.21183659	-0.16750456	0.13310786	-0.13397259	-0.2140635	-0.110566504	-0.119544566
-0.0798984	-0.037293963	0.0060695275	0.077025466	-0.014311165	0.080818675	0.085646786	0.053024083	-0.061894756	-0.08858452	-0.055753864	0.016107433	-0.1362026	-0.11159761	-0.08956897	-0.106664926
-0.14105956	-0.02827925	-0.07300308	-0.05566944	0.08924122	-0.025136862	0.15077163	0.1622804	-0.085784495	-0.20928025	-0.10340367	0.1044723	-0.09591621	-0.18303111	-0.12524308	-0.15574738
0.012117387	-0.18749045	0.09605124	0.1426068	-0.12249415	0.11901467	-0.092135884	-0.1160283	0.12564403	0.103970625	0.07250452	-0.17281884	0.13898808	0.082350865	0.04272757	0.14373516
-0.12991965	-0.10233346	0.020104835	0.09577704	-0.058128472	0.099555224	-0.016466687	0.06320179	-0.013123665	-0.10074464	0.0003316206	-0.02433019	-0.058687072	-0.10339179	-0.08378164	-0.0444583
-0.06075241	-0.12010788	0.02341649	0.12276468	-0.08728904	0.13756233	0.0032837568	0.039939	-0.041134864	-0.08308109	0.05837077	-0.08112273	0.0034270973	-0.033715874	-0.054676503	-0.027463578
-0.13295925	0.03615945	-0.12658192	-0.09945286	0.07150301	-0.08821754	0.08274939	0.16007718	-0.18219566	-0.14801678	-0.10900073	0.1217358	-0.12787077	-0.12103556	-0.10426717	-0.16768742
-0.17815018	0.016730852	-0.035929468	0.001713278	0.07460096	0.02451346	0.08878693	0.07642105	-0.11168006	-0.15323284	-0.056664236	0.034762524	-0.13606045	-0.16546153	-0.15491433	-0.14954945
